,id,asin,description,title,price,imUrl,brand,category1,category2,cp,profit,link
85,6371,B079QRNRH4,Celio cotton straight slim fit solid jean.,Celio Men's Straight Fit Jeans,1799,https://images-na.ssl-images-amazon.com/images/I/71BQt4HkC4L._UL1500_.jpg,Celio,Clothing,Men,1046,753,https://www.amazon.in/dp/B079QRNRH4
86,6427,B079QKFDWT,Celio slim fit solid jean.,Celio Men's Slim Fit Jeans,1799,https://images-na.ssl-images-amazon.com/images/I/91HooDlTEtL._UL1500_.jpg,Celio,Clothing,Men,648,1151,https://www.amazon.in/dp/B079QKFDWT
87,6483,B07P6G2BLS,Men's Casual Trousers,Amazon Brand - Symbol Men's Casual Trousers,584,https://images-na.ssl-images-amazon.com/images/I/81rHWBHIOyL._UL1500_.jpg,Symbol,Clothing,Men,571,13,https://www.amazon.in/dp/B07P6G2BLS
88,6580,B07P8QRGGV,Men's Casual Trousers,Amazon Brand - Symbol Men's Casual Trousers,584,https://images-na.ssl-images-amazon.com/images/I/71lCCPrVM5L._UL1500_.jpg,Symbol,Clothing,Men,531,53,https://www.amazon.in/dp/B07P8QRGGV
89,6834,B07MRCDBTC,512 white tab slim tapered fit trousers in fog beige colour. Row with a tailor-inspired taper. The 512 slim taper fit trouser is infused with just the right amount of stretch; for comfort that keeps up with your every move. This pair is made from comfy stretch twill that has been brushed on one side; giving the interior an extra soft feel.,Levi's Men's Tapered Fit Casual Trousers,1999,https://images-na.ssl-images-amazon.com/images/I/71dqPrxHRSL._UL1500_.jpg,Levis,Clothing,Men,1878,121,https://www.amazon.in/dp/B07MRCDBTC
90,6889,B07F5R2CTV,A modern slim with room to move; the 511 slim fit pants are a classic since right now. This pair is made from comfy stretch twill that has been brushed on one side; giving the interior an extra soft feel.,Levi's Men's Slim Fit Chinos,1047,https://images-na.ssl-images-amazon.com/images/I/7124eEa8KrL._UL1500_.jpg,Levis,Clothing,Men,960,87,https://www.amazon.in/dp/B07F5R2CTV
91,6944,B07MKKVKDL,512 white tab slim tapered fit trousers in forest Green colour. Row with a tailor-inspired taper. The 512 slim taper fit trouser is infused with just the right amount of stretch; for comfort that keeps up with your every move. This pair is made from comfy stretch twill that has been brushed on one side; giving the interior an extra soft feel.,Levi's Men's Tapered Fit Casual Trousers,3699,https://images-na.ssl-images-amazon.com/images/I/71cVjFfkY5L._UL1500_.jpg,Levis,Clothing,Men,1331,2368,https://www.amazon.in/dp/B07MKKVKDL
92,7002,B01HIE62F2,Slim Fit Chinos,Levi's Men's 508 Slim Fit Chinos,1759,https://images-na.ssl-images-amazon.com/images/I/81Fw6caASlL._UL1500_.jpg,Levis,Clothing,Men,1486,273,https://www.amazon.in/dp/B01HIE62F2
93,7058,B07MGZ68L5,"A striking print in a charming colour, this medium green shirt from Park Avenue is sure to elevate your tailored looks. Featuring an Ainsley collar and full sleeves along with a chest pocket, the pure cotton profile of this slim-fit silhouette will keep you at ease through your work hours. Complete your formal ensemble by pairing this shirt with a pair of black trousers.",Parx Men's Straight Fit Casual Trousers,1999,https://images-na.ssl-images-amazon.com/images/I/71A-%2BMEcXvL._UL1500_.jpg,Parx,Clothing,Men,1480,519,https://www.amazon.in/dp/B07MGZ68L5
94,7113,B07FL65M7W,Slim Fit Casual Trousers,Parx Men's Slim Fit Casual Trousers,999,https://images-na.ssl-images-amazon.com/images/I/816IidjhhfL._UL1500_.jpg,Parx,Clothing,Men,598,401,https://www.amazon.in/dp/B07FL65M7W
95,7168,B07FL9WY5N,Slim Fit Casual Trousers,Parx Men's Slim Fit Casual Trousers,1049,https://images-na.ssl-images-amazon.com/images/I/71GLoO5nAAL._UL1500_.jpg,Parx,Clothing,Men,402,647,https://www.amazon.in/dp/B07FL9WY5N
96,7223,B07FL9PJ9R,Slim Fit Casual Trousers,Parx Men's Slim Fit Casual Trousers,1049,https://images-na.ssl-images-amazon.com/images/I/915t4QtdswL._UL1500_.jpg,Parx,Clothing,Men,724,325,https://www.amazon.in/dp/B07FL9PJ9R
97,8152,B07FL8FLDM,Slim Fit Casual Trousers,Parx Men's Slim Fit Casual Trousers,1049,https://images-na.ssl-images-amazon.com/images/I/81j7jezeitL._UL1500_.jpg,Parx,Clothing,Men,411,638,https://www.amazon.in/dp/B07FL8FLDM
98,10472,B07FL98ZZ4,Slim Fit Casual Trousers,Parx Men's Slim Fit Casual Trousers,1199,https://images-na.ssl-images-amazon.com/images/I/71QZYB-0QHL._UL1500_.jpg,Parx,Clothing,Men,559,640,https://www.amazon.in/dp/B07FL98ZZ4
99,13099,B07H3PM1BP,"Classic and comfortable low top lace up Sneakers. Easy to match outfit: denim, jeans, . Reflect your most excellent and personal style. The Sneakers are so comfortable to wear & soft to foot.",Fila Men's Max Ii Sneakers,991,https://images-na.ssl-images-amazon.com/images/I/7195nkMYkuL._UL1500_.jpg,fila,Shoes,Men,864,127,https://www.amazon.in/dp/B07H3PM1BP
100,13214,B07H3JN78H,"Classic and comfortable low top lace up Sneakers. Easy to match outfit: denim, jeans, . Reflect your most excellent and personal style. The Sneakers are so comfortable to wear & soft to foot.",,883,https://images-na.ssl-images-amazon.com/images/I/812uvQZTbmL._UL1500_.jpg,fila,Shoes,Men,791,92,https://www.amazon.in/dp/B07H3JN78H
101,14108,B07G485L7S,"Fashion is where you find it. Strings shoes found it surrounded in comfort, dedicated to style and walking in the legacy of quality craftsmanship. These formal shoes is for a classic business formal dress wear. Delicate contrast stitching technology with strictly selected good material. You can go to a wedding or attend a business meeting with these corporate casual shoes. It can present you with a rather professional appearance. Easy and comfortable to wear showing your taste and elegance. The two color distressed leather upper provides a trendy look to these formals. This is surely going to become your favorite pair of shoes in your shoe collection. Slide into a new world of comfort with this pair of loafers. Spruce up your casual footwear collection by grabbing this pair of loafers for men that is offered by rockline. Pair them with your favorite casual pants or jeans and set your own fashion statement.",YFP Men's Mesh Running Shoe,399,https://images-na.ssl-images-amazon.com/images/I/41kWMO0ezSL.jpg,YFP Shoes,Shoes,Men,173,226,https://www.amazon.in/dp/B07G485L7S
102,14191,B07M5XMDY7,100% Authentic Product from House of Instyle. This Product only sold by pinstyle seller,INSTYLE Men Fashion Outdoor Canvas Casual Light Weight Lace-up Evening Walk Running Shoe,390,https://images-na.ssl-images-amazon.com/images/I/71yGMXYIBvL._UL1500_.jpg,INSTYLE,Shoes,Men,248,142,https://www.amazon.in/dp/B07M5XMDY7
103,15230,B07MJJ34LF,"Flaunt with these stylish and unique red casual shoes as per the latest fashion trend from the house of Shozie, Brand known for its wide range of men's casual, formal, sports/running, ethnic, party wear shoes. This pair is having classic style which will add glamour to your look. These shoes go well with your casual wear. Team it with your casual attire to complete your perfect casual or party look.","Shozie Men's Running Sports Shoes
",253,https://images-na.ssl-images-amazon.com/images/I/515TLh9aC5L.jpg,Shozie,Shoes,Men,240,13,https://www.amazon.in/dp/B07MJJ34LF
104,16328,B01MQOAB7V,"""Essence"" The Footwear That Suits Your Personality. Our Footwear Are Made With Premium Quality Material And The Craftsmanship Offers You Trendy Design With Long Lasting Performance.All Essence Products Are Originally And Genuinely Crafted By Skilled Indian Craftsmen.",Essence Men's Vc 3101 High Top Synthetic Shoes - Black,499,https://images-na.ssl-images-amazon.com/images/I/71cSa-wuJxL._UL1500_.jpg,ESSENCE,Shoes,Men,209,290,https://www.amazon.in/dp/B01MQOAB7V
105,16683,B01N1KJ8CJ,Essence footwear that suits your personality. Our footwear are made with good quality material and the craftsmanship provides you trendy design with long lasting performance.All essence products are originally and crafted by skilled Indian craftsmen.,ESSENCE Men's Synthetic High Top Shoes,499,https://images-na.ssl-images-amazon.com/images/I/61lhlGD3n8L._UL1100_.jpg,ESSENCE,Shoes,Men,477,22,https://www.amazon.in/dp/B01N1KJ8CJ
106,17957,B01550E6WC,The footwear that suits your personality. Our footwear are made with quality material and the craftsmanship gives you trendy design with long lasting performance.All essence products are originally and genuinely crafted by skilled Indian craftsmen.,ESSENCE Men's Synthetic Casual Shoes,499,https://images-na.ssl-images-amazon.com/images/I/71ospeWWMLL._UL1500_.jpg,ESSENCE,Shoes,Men,490,9,https://www.amazon.in/dp/B01550E6WC
107,18029,B074CMXP8F,"This Pair Of trendy and stylish shoe from the house of Rockfield is made of synthetic meterial, this pair of shoe is sure to make you look smart and classy....",Rockfield Men's White Sneaker's Shoes,380,https://images-na.ssl-images-amazon.com/images/I/6191TrFFlvL._UL1500_.jpg,Rockfield,Shoes,Men,279,101,https://www.amazon.in/dp/B074CMXP8F
108,19889,B0711F3LHJ,"Flaunt with these stylish and unique brown casual shoes as per the latest fashion trend from the house of T-Rock , Brand known for its wide range of men's casual, formal, sports/running, ethnic, party wear shoes. This pair is having classic style which will add glamour to your look. These shoes go well with your casual wear. Team it with your casual attire to complete your perfect casual or party look.",T-Rock Men's Blue Denim Sneaker Shoes,260,https://images-na.ssl-images-amazon.com/images/I/41MouqiQVAL.jpg,T-Rock,Shoes,Men,96,164,https://www.amazon.in/dp/B0711F3LHJ
109,20824,B016C2I696,"The shoe-range by Sparx is designed to accompany your feet in all seasons. The lightweight Canvas Sparx SC0214G features a soft mesh fabric. It lets your feet breathe and feel airy, no matter how humid the weather is.",Sparx Men's Mesh Loafers,719,https://images-na.ssl-images-amazon.com/images/I/81BBBgUiluL._UL1500_.jpg,Sparx,Shoes,Men,253,466,https://www.amazon.in/dp/B016C2I696
110,20922,B071QXRTLP,"Embodying the spirit of youth, Sparx gives you that extra confidence and motivation to move ahead in life. Best known for its sturdy and superb designs, Sparx is an iconic youth brand and is quite popular among those who dare to explore and test their limits. It comes with soft footbed and comfortable to wear.",Sparx Men's Rubber and Canvas Shoes,598,https://images-na.ssl-images-amazon.com/images/I/81ACouUnywL._UL1500_.jpg,Sparx,Shoes,Men,579,19,https://www.amazon.in/dp/B071QXRTLP
111,20973,B07GTNNGNP,Flaunt with these stylish and unique casual shoes as per the latest fashion trend from the house of Sparx. Super comfortable casual shoes with Canvas Fabric as upper material and Pre Moulded Rubber as sole material.,Sparx Men SM-385 Casual Shoes,727,https://images-na.ssl-images-amazon.com/images/I/81L3XDJhAZL._UL1500_.jpg,Sparx,Shoes,Men,642,85,https://www.amazon.in/dp/B07GTNNGNP
112,21019,B07LFYQ9XR,"FASHIMO Presents to You Elegant and Quality Footwear for Women Just Like an Art. Made From Out Of Best Quality Material Which Is Durable and Comfortable to Wear, FASHIMO Offers You a Variety of Designs and Styles with Unique Straps and Soles. These stylish shoes are the perfect inspiration for a fashionable look. The comfortable sole makes sure that your feet stay comfortable throughout the day and you enjoy optimal Grip. Designed to offer comfort at its best, without compromising on style. FASHIMO is committed to deliver the finest shoes ever made. Converting designs and ideas into masterpiece is the work of FASHIMO.",FASHIMO Women Casual Shoes,390,https://images-na.ssl-images-amazon.com/images/I/713UWERKYnL._UL1500_.jpg,FASHIMO,Shoes,Women,162,228,https://www.amazon.in/dp/B07LFYQ9XR
113,21022,B07F1H38FK,KRAFTER present an exclusive pair of sneakers. This sneakers are made up of synthetic leather and the sole material is rubber. The of these sneakers are very high at a decent range.,KRAFTER Women's Synthetic Boots,499,https://images-na.ssl-images-amazon.com/images/I/81eaLFvxeYL._UL1500_.jpg,KRAFTER,Shoes,Women,382,117,https://www.amazon.in/dp/B07F1H38FK
114,21426,B07LFYQ9XR,FASHIMO presents to you elegant and quality footwear for women just like an art. It provides you with a variety of designs and styles with unique straps and soles. These stylish shoes are the perfect inspiration for a fashionable look.,FASHIMO Women Casual Shoes,499,https://images-na.ssl-images-amazon.com/images/I/81-ZoPx8bML._UL1500_.jpg,FASHIMO,Shoes,Women,306,193,https://www.amazon.in/dp/B07LFYQ9XR
115,21828,B07FMX7GL2,KRAFTER present an pair of boots. This boots are made up of synthetic leather and the sole material is rubber.,KRAFTER Women's Canvas Boots,499,https://images-na.ssl-images-amazon.com/images/I/81qwDbuB7vL._UL1500_.jpg,KRAFTER,Shoes,Women,320,179,https://www.amazon.in/dp/B07FMX7GL2
116,4242,B07HWW5476,"Sparx, the most stylish range of shoes, sandals and slippers are exclusively designed to match the latest trends of the new generation. Known for its sturdy and stylish designs, Sparx is an iconic youth brand for those who dare to explore the world.",Sparx Women's Mesh Sports Running Shoes,1862,https://images-na.ssl-images-amazon.com/images/I/61bvAdi95hL._UL1110_.jpg,Sparx,Shoes,Women,864,998,https://www.amazon.in/dp/B07HWW5476
117,4414,B078J4PBSG,"Product Description From the Manufacturer Sparx, the most stylish range of shoes, sandals and slippers are exclusively designed to match the latest trends of the new generation. Known for its sturdy and stylish designs, Sparx is an iconic youth brand for those who dare to explore the world. Sparx is a spectacular range of footwear from the house of Relaxo Footwears Ltd., a name trusted among millions of people in India and across the world for delivering unmatched quality.",Sparx Women SL-100 Sports Shoes,790,https://images-na.ssl-images-amazon.com/images/I/815ynTjUq1L._UL1500_.jpg,Sparx,Shoes,Women,324,466,https://www.amazon.in/dp/B078J4PBSG
118,9808,B07NPRSBG9,"Re-establish yourself as the new style icon in town as you step out wearing these belly shoes from IRSOE. Featuring intricate embellished motifs all over, a bow on the front and a rounded toe-box, these belly shoes have a synthetic material upper that provide comfort as well as breathability. Furthermore, the rubber sole of these slip-ons provides durability.","Irsoe Cassiey Latest Collection, Comfortable & Fashionable Heel Bellies Women's and Girl's - Black",599,https://images-na.ssl-images-amazon.com/images/I/71RDMgmakBL._UL1500_.jpg,Irsoe,Shoes,Women,318,281,https://www.amazon.in/dp/B07NPRSBG9
119,10726,B07HK6STH3,Upper: Lightweight Perform Tex leather upper oers breathability and flexibility. Natural expansion of upper provides a natural fit. Bottom: Advanced GOGA MAX insole provides more cushioning and high rebound. 5GEN midsole â€“ Skechers proprietary technology which is lightweight and provides more cushioning and comfort. Multi-traction outsole design provides better grip on the ground and avoids slippage.,Skechers Women's Go Walk Lite Nordic Walking Shoes,2603,https://images-na.ssl-images-amazon.com/images/I/71pKduNvxkL._UL1500_.jpg,Skechers,Shoes,Women,2088,515,https://www.amazon.in/dp/B07HK6STH3
120,10833,B01N5V4XMK,"Originate from the Puma archive back in 1971, this was the leather answer to the suede. It's singular but yet clean and simple design propelled this shoe into the sneaker hall of fame. The basket heart patent sees satin grace the basketball icon. Additionally woven bow lacing is provided within the pack. This nice touch reflects the current trends of the female market.","Women's Basket Heart Patent Sneakers
",2399,https://images-na.ssl-images-amazon.com/images/I/81jrMOHlz1L._UL1500_.jpg,Puma,Shoes,Women,1044,1355,https://www.amazon.in/dp/B01N5V4XMK
121,12259,B0782TN2Q4,"Ethics Introduces A Globally Inspired & Innovative Footwear Line For The Youth That Is Also Cost-Effective. As Each Pair Of Ethics Footwear Is Ultra Light, Comfortable, Durable, Ready To Take On Challenges And Perform With Gusto And Energy. Amazon Presents An Amazing Range Of Ethics Footwear For Women/Girls Who Want To Look Perfect For Every Occasion.",ETHICS Perfect Black Sneaker Shoes for Women,280,https://images-na.ssl-images-amazon.com/images/I/410EYhQ4waL.jpg,Ethics,Shoes,Women,149,131,https://www.amazon.in/dp/B0782TN2Q4
122,20236,B07JQ3JLPP,"Originally released in 1971, the Puma Basket boasts a timeless athletic design with clean lines. They feature leather upper, Puma Formstripe, ""PUMA BASKET"" lettering on the saddle, and a rubber outsole.","Puma Women's Basket Bow Sneaker,",2999,https://images-na.ssl-images-amazon.com/images/I/71ZAmF6m1VL._UL1500_.jpg,Puma,Shoes,Women,2782,217,https://www.amazon.in/dp/B07JQ3JLPP
123,22632,B077YR7G2P,"Ethics Introduces A Globally Inspired & Innovative Footwear Line For The Youth That Is Also Cost-Effective. As Each Pair Of Ethics Footwear Is Ultra Light, Comfortable, Durable, Ready To Take On Challenges And Perform With Gusto And Energy. Amazon Presents An Amazing Range Of Ethics Footwear For Women/Girls Who Want To Look Perfect For Every Occasion.",Ethics Perfect Combo Stylish White Gold Sneaker Shoes for Women,899,https://images-na.ssl-images-amazon.com/images/I/61eWdsvmg2L._UL1258_.jpg,Ethics,Shoes,Women,815,84,https://www.amazon.in/dp/B077YR7G2P
124,22881,B07HKJ2RGG,"Upper: Stretch flat knit upper with sparkle filaments for a funky look. Synthetic overlay at heel for better support. Ventilating knit panels for better aeration. Bottom: Air cooled memory foam insole provides breathability, pressure relief and instant comfort. Smooth traction pattern provides better grip and abrasion resistance.",Skechers Women's Studio Comfort-Premiere Sneakers,3249,https://images-na.ssl-images-amazon.com/images/I/81%2BRKvA%2BgrL._UL1500_.jpg,Skechers,Shoes,Women,3197,52,https://www.amazon.in/dp/B07HKJ2RGG
125,23470,B07PPC6TX5,"The PUMA Smash Wns Platform Frill is a new womens platform silhouette with a high outsole, a soft suede upper and stylish ruffles detailing in the heal area. Inspired by the classic Smash Wns, the platform outsole features an interesting organic texture while the rubber offers optimized grip and stability. On top of that, the SoftFoam+ sockliner provides superior cushioning and optimal comfort for every step of your day.",Puma Women's Sneakers,5499,https://images-na.ssl-images-amazon.com/images/I/71cHSyVknOL._UL1500_.jpg,Puma,Shoes,Women,3656,1843,https://www.amazon.in/dp/B07PPC6TX5
126,23471,B07N26QG71,"ELISE presents an amazing range of all types of ladies footwear,using great technology and design innovation.",Elise Women's Slip-On Sneakers,449,https://images-na.ssl-images-amazon.com/images/I/81Mo-0mvicL._UL1500_.jpg,Elise,Shoes,Women,202,247,https://www.amazon.in/dp/B07N26QG71
127,23479,B07N235JMP,"ELISE presents an amazing range of all types of ladies footwear,using great technology and design innovation.",Elise Women's Espadrille Flats,549,https://images-na.ssl-images-amazon.com/images/I/81MfXa-ZV%2BL._UL1500_.jpg,Elise,Shoes,Women,499,50,https://www.amazon.in/dp/B07N235JMP
128,23486,B07MY834NL,"ZAPATOZ BrandÂ modernise your footwear collection with this stylish pair of Loafers from ZAPATOZ. The Synthetic Leather upper of these sports shoes will keep them durable, while the TPR outsole will offer day-long comfort and a firm grip.","Zapatoz Presents Women's/Ladies/Female/Girls Trendy Fashionable Lightweight Comfortable Partywear, Casual Camouflage Shoes for Women Stylish Sneakers Heel-Lace Up Shoes_(S-9-Green)",399,https://images-na.ssl-images-amazon.com/images/I/71033%2B9Zh6L._UL1500_.jpg,Zapatoz,Shoes,Women,293,106,https://www.amazon.in/dp/B07MY834NL
129,23489,B07M63WQY3,"The Footwear That Suits Your Personality. Our Footwear Are Made With Good Material And The It Offers You Trendy Design With Long Lasting Performance. Care_Instructions : Allow Your Pair Of Shoes To Air And De-Odorize At Regular Basis,Use Shoe Bags To Prevent Any Stains Or Mildew.",Metro Women's Sneakers,676,https://images-na.ssl-images-amazon.com/images/I/71D1JHXGhxL._UL1500_.jpg,Metro,Shoes,Women,478,198,https://www.amazon.in/dp/B07M63WQY3
130,23589,B079ZT787H,"Metro Shoes, the brand, is now a household name in India. Over the past six decades, the company and the brand have become synonymous with unmatched quality, skilled craftsmanship and high-fashion products in the footwear industry.Â Metro Shoes which is the largest fashion footwear retailer in India; was the first in the footwear segment to expand into e-commerce model.",Metro Women Tan Synthetic Loafers ( 31-8093 ),796,https://images-na.ssl-images-amazon.com/images/I/71FGRew%2B9ML._UL1500_.jpg,Metro,Shoes,Women,598,198,https://www.amazon.in/dp/B079ZT787H
131,23679,B07BK6CDVB,"Metro Shoes, the brand, is now a household name in India. Over the past six decades, the company and the brand have become synonymous with unmatched quality, skilled craftsmanship and high-fashion products in the footwear industry.Â Metro Shoes which is the largest fashion footwear retailer in India; was the first in the footwear segment to expand into e-commerce model.",METRO Women BLACK Synthetic Loafers ( 31-8093 ) 31-8093-11-BLACK,796,https://images-na.ssl-images-amazon.com/images/I/61v7Ss6YjmL._UY500_.jpg,Metro,Shoes,Women,479,317,https://www.amazon.in/dp/B07BK6CDVB
132,9,B07FKVY2MJ,"Woodland's parent company, Aero Group, has been a well known name in the outdoor shoe industry since the early 50's. Founded in Quebec, Canada, it entered the Indian market in 1992. Italian machinery is used for tanning and finishing the hand-picked Italian hides. German technology is used to manufacture tough rubber soles. Direct Injection Process (DIP) is used for PU/TPU soles, produced by German giant Desma's advanced machines and robots. This perfect synergy of design, material and construction is the target which Woodland strives for in every product. This product from woodland is tough in nature but gives extreme comfort and safety while regular wearing",Woodland Leather Casual Loafers for Women,2595,https://images-na.ssl-images-amazon.com/images/I/71-7%2BHy0EWL._UL1500_.jpg,Woodland,Shoes,Women,1722,873,https://www.amazon.in/dp/B07FKVY2MJ
133,82,B07FKHZHVY,"Style and engineering meet in shoes made to train. Twistform tooling streamlines the look, while transitional waves on the sole propel your efforts past expectations.",Reebok Men's Zoom Runner Lp Running Shoes,1858,https://images-na.ssl-images-amazon.com/images/I/81l7oiI5JWL._UL1500_.jpg,Reebok,Shoes,Men,1389,469,https://www.amazon.in/dp/B07FKHZHVY
134,94,B01N8SUG3D,"Live to Perform In the sports arena, Reebok is the name to reckon with. Whether you into sports professionally or an amateur sports person, Reebok sports shoes are made to optimize your performance on the field. People who follow fitness regime religiously also find the support and experience of sports shoes enormous. The brand caters to a wide range of sports need. From specific type of shoes catering to the segment that is into running or the shoes which are designed and engineered to stay on the turf.",Reebok Men's Ree Scape Run Running Shoes,899,https://images-na.ssl-images-amazon.com/images/I/81-p12w9D9L._UL1500_.jpg,Reebok,Shoes,Men,688,211,https://www.amazon.in/dp/B01N8SUG3D
135,189,B01LXLAAE7,"The best men's running shoes have it all: just-right cushioning, a supportive heel cradle, and support that balances your foot for a stabilized landing and launch. Whether youâ€™re looking for tough all-terrain shoes or want comfortable cushioned running shoes, Reebok has plenty of options to choose from. Not every run is the same. Different terrain, different distances and different purposes mean you need men's running shoes that match your intentions. Reebok has you covered.",Reebok Men's Speed Up Xt Running Shoes,1848,https://images-na.ssl-images-amazon.com/images/I/81XFFyJevyL._UL1500_.jpg,Reebok,Shoes,Men,1818,30,https://www.amazon.in/dp/B01LXLAAE7
136,568,B07HM46TT4,The Reebok Run shoes for women. They have a Mesh upper construction with PU Overlays to keep your feet at comfort. These medial support shoes come with non-marking Rubber outsole.,Reebok Women's Running Shoes,2639,https://images-na.ssl-images-amazon.com/images/I/81ZL%2B1a3e6L._UL1500_.jpg,Reebok,Shoes,Women,1167,1472,https://www.amazon.in/dp/B07HM46TT4
137,581,B07DYSRK1L,"Perfect to rev up your sporty spirit, this trendy pair of Sports shoes from the house of Power Provides excellent durability and ensures sturdy grip. Designed to keep feet relaxed with a soft and comfortable fit, this stylish yet functional pair ensures flexibility and freedom of movement with responsive cushioning and enhanced lightweight feel.",Power Women's Engage Running Shoes,1786,https://images-na.ssl-images-amazon.com/images/I/81tItQXLlKL._UL1500_.jpg,Reebok,Shoes,Women,1228,558,https://www.amazon.in/dp/B07DYSRK1L
138,1980,B0185R8Y20,These formal shoes are made up of high quality material from the house of Shozie. They have soft footbed fabric at the heel region and it will give you a stylish and comfortable look. You can wear this pair of shoes with trouser and a crisp white shirt for your next corporate meeting or even in a regular office days.,Decent Men's Black Formal Shoes,499,https://images-na.ssl-images-amazon.com/images/I/71F-TKgW8dL._UL1500_.jpg,Decent,Shoes,Men,289,210,https://www.amazon.in/dp/B0185R8Y20
139,3950,B074DZDDTX,"A stylish trendy and comfort men's footwear from the ""Zebra"" for men. It can be worn on both formal and evening occasion, rotate your pair of shoes once every other day, allowing them to de-odorize and retain their shapes. Use shoe bags to prevent any stains or mildew . Dust any dry dirt from the surface using a polish or shiner.",Zebra Men's Leather Formal Shoes,1599,https://images-na.ssl-images-amazon.com/images/I/91R0FY0yJ0L._UL1500_.jpg,Zebra,Shoes,Men,709,890,https://www.amazon.in/dp/B074DZDDTX
140,4200,B01N1SBBEX,T-Rock Men's Dark Brown Slip on Style Formal Shoes,T-Rock Men's Dark Brown Faux leather Formal Shoes,399,https://images-na.ssl-images-amazon.com/images/I/81uXGR8KpnL._UL1500_.jpg,T-Rock,Shoes,Men,340,59,https://www.amazon.in/dp/B01N1SBBEX
141,4211,B07MXZYP5B,Creation Garg brings to you this pair of shoes which is a suitable product for your footwear collection. The shoes have been designed for men who need a pair of comfortable footwear for their day trips. It features a PVC sole along with a slip-on closure. Creation Garg designs its footwear keeping in mind the connection between comfort and style which can be observed in its products.,Creation Garg Men's Grey & Black Casual Shoes,219,https://images-na.ssl-images-amazon.com/images/I/41ABycQLXXL.jpg,Creation Garg,Shoes,Men,204,15,https://www.amazon.in/dp/B07MXZYP5B
142,4340,B07MMZ8ZLT,Turn your casual look into noticeably fashionable with this stylish yet comfortable sneaker for men from the house of Bata. This men's sneaker offers never-ending comfort and awe-inspiring appeal with its high quality PU upper material and TPR sole. Boost your appeal by teaming it with denims and simple tee.,BATA Men's Lace Up Sneakers,1299,https://images-na.ssl-images-amazon.com/images/I/51um8PsWaYL._UL1110_.jpg,Bata,Shoes,Men,1002,297,https://www.amazon.in/dp/B07MMZ8ZLT
143,4401,B07F61SB4B,"Experience great comfort walking in this pair of Sneakers from the house of BATA Featuring a contemporary refined design with exceptional comfort, this pair is perfect to give your quintessential dressing an upgrade.",BATA Men's David Sneakers,2799,https://images-na.ssl-images-amazon.com/images/I/81NQgOFnE%2BL._UL1500_.jpg,Bata,Shoes,Men,1868,931,https://www.amazon.in/dp/B07F61SB4B
144,4464,B07CB5QH3K,"Elevate your style with this classy pair of Casual Shoes from the house of BATA. Featuring a contemporary refined design with exceptional comfort, this pair is perfect to give your quintessential dressing an upgrade.",BATA Men's Rushdie Sneakers,1354,https://images-na.ssl-images-amazon.com/images/I/81i4S7lypIL._UL1500_.jpg,Bata,Shoes,Men,545,809,https://www.amazon.in/dp/B07CB5QH3K
145,4978,B074J6XYB7,"Bata, the most stylish range of shoes, sandals and slippers are exclusively designed to match the latest trends of the new generation. Known for its sturdy and stylish designs, Bata is an iconic youth brand for those who dare to explore the world.",BATA Men's Outdoor Sandals,699,https://images-na.ssl-images-amazon.com/images/I/61PlghMZ%2BgL._UL1110_.jpg,Bata,Shoes,Men,484,215,https://www.amazon.in/dp/B074J6XYB7
146,5904,B01M3R36G4,"Wear your heart on your sleeve with this pair of moccasins. Sleek finish and comfortable sole of this pair of moccasins will make your feet feel out of this world. Small studs, plain shirt and pencil skirt are all you need to complete the look for the season with this pair of moccasins.",CatBird Women Loafers,479,https://images-na.ssl-images-amazon.com/images/I/81%2BU3KN-SiL._UL1500_.jpg,Catbird,Shoes,Women,269,210,https://www.amazon.in/dp/B01M3R36G4
147,5939,B01HLYUYLM,"Wear your heart on your sleeve with this pair of moccasins. Sleek finish and comfortable sole of this pair of moccasins will make your feet feel out of this world. Small studs, plain shirt and pencil skirt are all you need to complete the look for the season with this pair of moccasins.",CatBird Women Loafer,479,https://images-na.ssl-images-amazon.com/images/I/81zf-hzuCWL._UL1500_.jpg,Catbird,Shoes,Women,262,217,https://www.amazon.in/dp/B01HLYUYLM
148,5951,B07HYPXJDV,"Bata, the most stylish range of shoes, sandals and slippers are exclusively designed to match the latest trends of the new generation. Known for its sturdy and stylish designs, Bata is an iconic youth brand for those who dare to explore the world.",BATA Men's Outdoor Sandals,769,https://images-na.ssl-images-amazon.com/images/I/61rpPygpSIL._UL1110_.jpg,Bata,Shoes,Men,669,100,https://www.amazon.in/dp/B07HYPXJDV
149,6008,B07MCJFCXT,"Choose with your own taste! These are oval shoe laces or semi-round shoelaces for sports, running or hiking shoes! Put a colourful accent to your shoes! NOTE: Actual colors may vary from the color on your screen due to monitor color restrictions. Sizing info: The best way to find the length of shoelace you need: Remove the current shoelace from the shoe, measure it from tip to tip, This is the length for the new shoelace.",Shoeshine Round Oval Shoe Lace (3 Pairs Set) 4 mm Thick Shoelace for Sport Casual Hiking Shoes or boot,189,https://images-na.ssl-images-amazon.com/images/I/81Luwf5ihmL._UL1500_.jpg,SHOESHINE,Shoes,Unisex,102,87,https://www.amazon.in/dp/B07MCJFCXT
