,id,asin,description,title,price,imUrl,brand,category1,category2,cp,profit,link
150,6046,B07HG3DXSG,"Flexible arch design supports the natural shape of your foot, effectively stabilize the foot to relieve pain caused by flat feet, plantar fasciitis and metatarsal pain. Comfortably padded, the inserts are also helpful in relieving leg and back pain.Â ",Skudgear 2 Pieces Arch Support Foot Insoles Orthopedic Shoe Insoles for Both Men and Women (Sizes 8 to 12),399,https://images-na.ssl-images-amazon.com/images/I/61jpshTp8GL._UL1000_.jpg,Skudgear,Shoes,Unisex,321,78,https://www.amazon.in/dp/B07HG3DXSG
151,6226,B01588T6GM,No Tie shoelace,Shoeshine No Tie Shoe Laces Formal Elastic Shoelaces (Free Size),275,https://images-na.ssl-images-amazon.com/images/I/41tEQzNUkML.jpg,SHOESHINE,Shoes,Unisex,186,89,https://www.amazon.in/dp/B01588T6GM
152,6810,B0757M4QLH,"A set comes with both left and right foot shoe inserts (2 pads on each side top and bottom). Comfortable, will not make you tired, air sole for ultimate comfort - wear all them all day long. Removable sole lets you increase your desired height. Function: Adjustable increasing height and air cushion quakeproof, you can cut to your shoes size adjustable. Fit most style of shoe, sneaker, boot and trainer.",CHKOKKO 3CM Height Increase Insole Adjustable Ergonomic Design Air Cushion Invisible Lift Pads soles for shoes men women,299,https://images-na.ssl-images-amazon.com/images/I/61FUZN6coCL._UL1500_.jpg,CHKOKKO,Shoes,Unisex,113,186,https://www.amazon.in/dp/B0757M4QLH
153,8113,B076LHL1Y5,"Fit the curve of the shoe design, is a good helper to protect your feet.","ewinever Unisex Self-Adhesive Heel Cushion Inserts, Pads Grips Liners and Shoe Insoles (Beige) -3 Pair",299,https://images-na.ssl-images-amazon.com/images/I/41X9Sny6ThL.jpg,ewinever,Shoes,Unisex,154,145,https://www.amazon.in/dp/B076LHL1Y5
154,9708,B07KVDPPW5,"FILANSO RETAILS SOCKS - Premium Quality cotton no-show loafer socks are made of cotton and elastic material which gives maximum support. This loafer socks will give perfect no-socks look and it also has anti-slip silicon system which prevents it from getting off. - Features: material: 85% cotton / 12% nylon / 3% spandex one size:m:7-10flexible. Package included: 5 pairs multiple colour ( Grey , Navy , White , Black , Dark Grey ) We Do not Give Permission Other sellers to SELL this Product.",Filansas Unisex Silicon cotton Anti-slip Premium Loafer Socks (Pack of 5 Pairs) (Multi Colour),239,https://images-na.ssl-images-amazon.com/images/I/51giewCbUQL.jpg,Filanso Retails,Shoes,Unisex,226,13,https://www.amazon.in/dp/B07KVDPPW5
155,11344,B07P7FFSSB,Grab these soft and durable Puma socks that will keep your feet comfy all day.,Puma Men's Synthetic Athletic Socks (Pack of 3),499,https://images-na.ssl-images-amazon.com/images/I/61dIHjHKbPL._UL1200_.jpg,Puma,Shoes,Men,192,307,https://www.amazon.in/dp/B07P7FFSSB
156,26789,B07CQ8NNB8,Qraftink no show socks are unisex loafer/liner socks in three different colour code pairs.,"QRAFTINK Men's Cotton Full Length Liner Socks (Multicolour, Free Size) -Combo of 4",245,https://images-na.ssl-images-amazon.com/images/I/914JMKMB9mL._UL1500_.jpg,QRAFTINK,Shoes,Men,127,118,https://www.amazon.in/dp/B07CQ8NNB8
157,448,B0156GIU22,"Pink Flamingo Cotton No Show Shoe Liners are designed to discretely and comfortably create a soft, fresh and lightweight protection for your feet. Hidden Cotton Liner is soft, breathable that has a sleek silhouette that stays hidden in your shoes. It is so cool that it keeps your feet dry and comfortable. All weather shoe liners can be mixed and matched to the color of the footwear. Best used for 1. Hard contoured footwear to protect feet 2. Lounging at home 3. Protection against dust",Pink Flamingo Women's Shoe Liner with Antislip Silicon Patch - Small,189,https://images-na.ssl-images-amazon.com/images/I/71WjmOGkIjL._UL1500_.jpg,Pink Flamingo,Shoes,Women,115,74,https://www.amazon.in/dp/B0156GIU22
158,767,B079NLQP4L,Qraftink no show socks are unisex loafer/liner socks in three different colour code pairs.,"qraftink Men, Women and Kid's Multicolour Mercerised Cotton Loafer Socks (Free Size)",269,https://images-na.ssl-images-amazon.com/images/I/81xYAbXf-5L._UL1500_.jpg,QRAFTINK,Shoes,Unisex,170,99,https://www.amazon.in/dp/B079NLQP4L
159,11658,B07DFHCVR3,Our silicone gel heel cushions provide complete heel protection for helping to alleviate heel and arch pain.,PETRICE Panzl Silicone Gel Heel Pad Socks for Men and Women (Free Size) -1 Pair,199,https://images-na.ssl-images-amazon.com/images/I/51Y7XUuQFaL._SL1280_.jpg,PETRICE,Shoes,Unisex,173,26,https://www.amazon.in/dp/B07DFHCVR3
160,12552,B07B2M1RX6,"QraftinkWomen's Ultra Thin Transparent Ankle skin Socks are marketed by QRAFTINK to comfortably mould to the natural contours of your leg, but without tight elastication, so avoiding the discomfort caused by constriction rings pressuring sensitive skin.Â ",QRAFTINK Premium Quality Pack of 6 Skin Ultra-Thin Transparent Nylon Summer Skin Socks for Women/Girl's (Ankle Length red Pink Blue Black Beige),220,https://images-na.ssl-images-amazon.com/images/I/91PyJIahd2L._UL1500_.jpg,QRAFTINK,Shoes,Women,106,114,https://www.amazon.in/dp/B07B2M1RX6
161,13484,B07HZ3CCYR,Qraftink no show socks are unisex loafer/liner socks in three different colour code pairs.,"QRAFTINK Men's Cotton Socks (Multicolour, Free Size) Combo of 12",349,https://images-na.ssl-images-amazon.com/images/I/81azmU2rpvL._UX679_.jpg,QRAFTINK,Shoes,Men,196,153,https://www.amazon.in/dp/B07HZ3CCYR
162,22086,B01FX5LA4Q,"Nivia SS970 Nylon Soccer Stockings, Men's Small (Navy)",Nivia SS970 Nylon Soccer Stockings,220,https://images-na.ssl-images-amazon.com/images/I/51Yknl5o0lL._SL1000_.jpg,Nivia,Shoes,Women,198,22,https://www.amazon.in/dp/B01FX5LA4Q
163,22137,B01N5O0CLF,"The ignite sock plus is a contemporary athletic streetwear shoe, utilising textile and modern bonded materials, the ignite sock plus is geared towards consumers who desire comfort and flexibility without compromising on the ability to stand out and make a statement with their footwear, the updated ignite 3 tooling offers better energy transfer and shock absorption.",Men's Ignite Sock Plus Sneakers,2885,https://images-na.ssl-images-amazon.com/images/I/81T3qlo%2BoJL._UL1500_.jpg,Puma,Shoes,Men,1357,1528,https://www.amazon.in/dp/B01N5O0CLF
164,22196,B07D6YJ8X8,"Flaunt the season's best styles & colors, the PUMA way.",Puma Unisex's Sneakers,3999,https://images-na.ssl-images-amazon.com/images/I/81cBkRilr5L._UL1500_.jpg,Puma,Shoes,Unisex,2691,1308,https://www.amazon.in/dp/B07D6YJ8X8
165,22477,B07BH3Y9M3,"From the house of Denill's presenting a classy range of footwear's that compliments your modern style statement. Featuring a pretty pair of Bellies, Juties, Sandal, Shoe, Slippers, Wedges, Pumps, Mules with super comfortable sole that keeps your feet happy, This Pair Will Allow Free Movement & light weight sole is the best part which gives you strength to walk.","Denill Latest Collection, Comfortable & Fashionable Sneaker Shoes for Women's and Girl's",299,https://images-na.ssl-images-amazon.com/images/I/71x0W0bURGL._UL1500_.jpg,Denill,Shoes,Women,262,37,https://www.amazon.in/dp/B07BH3Y9M3
166,1444,B07H3SDYCT,"To Complete you sports attire, wear these premium quality hand crafted running Shoes fromÂ filaÂ Made from the exclusive PU and rubber sole to give Comfort and Extra life. From DRUM DYE TECHNOLOGY, you get burnish effects that makes this product stylish, comfortable and premium.",Fila Men's Champ Running Shoes,1849,https://images-na.ssl-images-amazon.com/images/I/81D3AfKUOkL._UL1500_.jpg,Fila,Shoes,Men,1266,583,https://www.amazon.in/dp/B07H3SDYCT
167,5096,B07K758DJX,LIGHTWEIGHT AND QUICK-DRY:Ultra lightweight material with top quality provides you a well feeling of relaxation.,"FELOVE Water Shoes,Beach Surf Diving Swim Running Snorkeling Barefoot Skin Shoes, Home Slipper Yoga Socks for Men & Women,Neoprene Rubber Sole Aqua Socks",649,https://images-na.ssl-images-amazon.com/images/I/516sx3XNk5L._SL1100_.jpg,FELOVE,Shoes,Unisex,503,146,https://www.amazon.in/dp/B07K758DJX
168,5420,B07HYYLSZ3,"QraftinkWomen's Ultra Thin Transparent Ankle skin Socks are marketed by QRAFTINK to comfortably mould to the natural contours of your leg, but without tight elastication, so avoiding the discomfort caused by constriction rings pressuring sensitive skin.",QRAFTINK Pack of 5 Skin Ultra-Thin Skin Socks for Women/Girl's with Thumb,165,https://images-na.ssl-images-amazon.com/images/I/61dv3Ri3urL._UL1500_.jpg,QRAFTINK,Shoes,Women,131,34,https://www.amazon.in/dp/B07HYYLSZ3
169,8431,B015SENRZC,Perfect for formal and semi-formal occasions these women ballerinas are a perfect example of class and elegance. The bellies come with attractive detailing on the top and ensures a wonderful look. The versaile pair are a must-have in every woman's footwear collection.,BATA Women's Deeplaserballerina Ballet Flats,769,https://images-na.ssl-images-amazon.com/images/I/71P9pc6soFL._UL1500_.jpg,Bata,Shoes,Women,373,396,https://www.amazon.in/dp/B015SENRZC
170,8640,B07HKGKDTY,"TrÃ¨smode has become a brand synonymous with 'urban chic' footwear. Combining state-of-the art quality with edgy and young designs, the brand is known for keeping up with the latest trends.Â ",tresmode Women's Pares Blue Jelly Ballerinas,1862,https://images-na.ssl-images-amazon.com/images/I/51JqQ6NUzML._UL1000_.jpg,Tresmode,Shoes,Women,730,1132,https://www.amazon.in/dp/B07HKGKDTY
171,8996,B01LD9DPE4,"Our collection of womenâ€™s sandals has it all. From summer sliders and flip flops to casual sports inspired silhouettes and strappy sandals that offer day to night styling, the choice is yours.",Clarks Women's Caslynn Mello Fashion Sandals,2999,https://images-na.ssl-images-amazon.com/images/I/815XeyIHFhL._UL1500_.jpg,Clarks,Shoes,Women,1201,1798,https://www.amazon.in/dp/B01LD9DPE4
172,9058,B07CKGM2RQ,"Ever since its inception, Catwalk has never been just a footwear brand. With its unique sense of fashion, sumptuous designs, dynamic styling and holistic understanding of what a woman wants, Catwalk has always been synonymous with high fashion. A premium brand with a sense of daring and provocation, Catwalk resonates with celebrities and the fashion world. Offering quality fashion assistance to its loyal customers is every retail brand's dream. Catwalk has been realizing this dream consistently and increasing their customer reach all across India.",Catwalk Black Sandals,999,https://images-na.ssl-images-amazon.com/images/I/81wEfAh%2BR-L._UL1500_.jpg,Catwalk,Shoes,Women,841,158,https://www.amazon.in/dp/B07CKGM2RQ
173,13966,B06XK5WJW6,"Ever since its inception, Catwalk has never been just a footwear brand. With its unique sense of fashion, sumptuous designs, dynamic styling and holistic understanding of what a woman wants, Catwalk has always been synonymous with high fashion. A premium brand with a sense of daring and provocation, Catwalk resonates with celebrities and the fashion world. Offering quality fashion assistance to its loyal customers is every retail brand's dream. Catwalk has been realizing this dream consistently and increasing their customer reach all across India.",Catwalk Black Leather Heeled Sandals for Women's,999,https://images-na.ssl-images-amazon.com/images/I/61pBUPzbF5L._UL1500_.jpg,Catwalk ,Shoes,Women,459,540,https://www.amazon.in/dp/B06XK5WJW6
174,3597,B074NY52TH,"Welcome to Voylla , a one stop shop for all your fashion jewellery needs. We bring to you a wide range of products in kundan, traditional, gold plated jewellery, American diamond jewellery and other jewelry accessories.�",Voylla Drop Earrings for Women (Silver),749,https://images-na.ssl-images-amazon.com/images/I/41wU9tUITtL.jpg,Voylla,Jewelry,Women,309,440,https://www.amazon.in/dp/B074NY52TH
175,3599,B07K2BPX13,Cutwork design and beads embellished jhumka earrings with oxidized silver plating.,Voylla Jhumki Earrings for Women (Silver),849,https://images-na.ssl-images-amazon.com/images/I/71TQxced1cL._UL1500_.jpg,Voylla,Jewelry,Women,769,80,https://www.amazon.in/dp/B07K2BPX13
176,3637,B0778GLWW2,"Take your outfit from blah to bling with Young & Forever Fashion Jewelry & Accessories edit that'll jump start your style in seconds. When it comes to rings, stack 'em high; bracelets, make it an armful; pretty pendant necklaces, layer them up! Chunky chain necklaces and edgy ear cuffs are the all-out attitude accessories this season that'll make any playsuit pop.",Young & Forever Tribal Muse Oxidized Silver Plated Drop and Danglers Earrings for Women,730,https://images-na.ssl-images-amazon.com/images/I/81cIJQGQkBL._UL1500_.jpg,Young & Forever,Jewelry,Women,438,292,https://www.amazon.in/dp/B0778GLWW2
177,3702,B07H3LKZ4Z,Gold and pink floral design inspired by Mughal murals make this a statement piece from our Noor Jahan collection. Delicate chains of lustrous pearls add a touch of elegance.Stylit’s Tip: Chiffons and shararas are the perfect attires for these beauties.,Voylla Drop Earrings for Women (Multi-Colour),561,https://images-na.ssl-images-amazon.com/images/I/71C%2BwQBtvML._UL1500_.jpg,Voylla,Jewelry,Women,302,259,https://www.amazon.in/dp/B07H3LKZ4Z
178,4160,B01LW47851,BEAUTIFUL ANTIQUE GOLDEN JHUMKA,ANTIQUE GOLD PLATED PARTY WEAR BEAUTIFUL PEARLS JHUMKA,890,https://images-na.ssl-images-amazon.com/images/I/8175M7crHpL._UL1500_.jpg,Hyderabad Jewel,Jewelry,Women,518,372,https://www.amazon.in/dp/B01LW47851
179,4312,B071RNW2CG,This exquisite and elegant pair of brown tassel earrings will add beauty to your ensembles.Pair these intricate earrings with your outfit to craft a precious look in no time at all. If you are looking for a earring that will turn heads then pair this earring with your attires. Wear it to parties or during festival time. Make your moment memorable with this awesome range of affordable fashion jewelry.,Zaveri Pearls Stud Earrings for Women (Blue)�,599,https://images-na.ssl-images-amazon.com/images/I/71qrOyGp%2BNL._UL1500_.jpg,Zaveri Pearls,Jewelry,Women,217,382,https://www.amazon.in/dp/B071RNW2CG
180,7248,B07DFR9V81,�This jewel set features a unique one of a kind traditional embellish with antic finish.,Sukkhi Stud Earrings for Women (Golden),900,https://images-na.ssl-images-amazon.com/images/I/715m-hL2ciL._UL1200_.jpg,Sukkhi,Jewelry,Women,354,546,https://www.amazon.in/dp/B07DFR9V81
181,8708,B01DA7FIEC,Buy Online ZigZag Design Hoop Earring for Women in Glossy Finish for Festive wear. Add charm to your attire with this White Hoop Earring for Women. This Earring for Women measures approx. 2 inches in length.,Sarah ZigZag Design Hoop Earring for Women,675,https://images-na.ssl-images-amazon.com/images/I/61d5I%2BKu1CL._UL1500_.jpg,Sarah,Jewelry,Women,426,249,https://www.amazon.in/dp/B01DA7FIEC
182,8815,B01KTAPMDK,"Beautiful antique golden hangings in red colour, with gold plating, jhumka for women.",Hyderabad Jewels Red Antique Gold Plated Kempu Stones Jhumka for Women,980,https://images-na.ssl-images-amazon.com/images/I/81ov-sHUcqL._UL1500_.jpg,Hyderabad Jewel,Jewelry,Women,878,102,https://www.amazon.in/dp/B01KTAPMDK
183,11862,B01A16452G,BEAUTIFUL DANGLES,ANTIQUE GOLD PLATED BIG JHUMKA FROM HYDERABAD JEWELS ATGOL1996,889,https://images-na.ssl-images-amazon.com/images/I/71rMODoU6tL._UL1500_.jpg,Hyderabad Jewel,Jewelry,Women,829,60,https://www.amazon.in/dp/B01A16452G
184,12078,B01FFQ0WTC,"Enhance your jewellery collection with this beautiful zaveri pearls cubic zirconia gold plated openable bracelet. Pair it for formal, casual, or for a special occasion.",Zaveri Pearls Drop Earrings for Women (Pink)�,790,https://images-na.ssl-images-amazon.com/images/I/81AGgH9hzgL._UL1500_.jpg,Zaveri Pearls,Jewelry,Women,517,273,https://www.amazon.in/dp/B01FFQ0WTC
185,13362,B0734W7F55,Young & Forever brings to you a Boho Gypsy Collection which is whimsical & folk inspired emphasizing on creating statement pieces that help to translate into today's contemporary lifestyle.,Young & Forever Tribal Jaipur Design Fusion Moonshape Chandbali Tassel Earrings For Girls And Women,681,https://images-na.ssl-images-amazon.com/images/I/71gHz72TCiL._UL1500_.jpg,Young & Forever,Jewelry,Women,261,420,https://www.amazon.in/dp/B0734W7F55
186,13366,B075WRQH7Q,Young & Forever brings to you a Boho Gypsy Collection which is whimsical & folk inspired emphasizing on creating statement pieces that help to translate into today's contemporary lifestyle.,Young & Forever Boho Gypsy Multicolour Gold-Plated Tassel Dangler Geometric Statement Earrings for Girls and Women,540,https://images-na.ssl-images-amazon.com/images/I/71Nm%2BAGZ6ML._UL1500_.jpg,Young & Forever,Jewelry,Women,538,2,https://www.amazon.in/dp/B075WRQH7Q
187,13410,B01FFROVI4,Exclusive designed tradional indian jhumki by zaveri pearls with a lavishing look.,Zaveri Pearls Drop Earrings for Women (Pink)�,891,https://images-na.ssl-images-amazon.com/images/I/817038OZzoL._UL1500_.jpg,Zaveri Pearls,Jewelry,Women,558,333,https://www.amazon.in/dp/B01FFROVI4
188,13562,B07D74YX81,"FemNmas is an online Fashion Jewellery store created out of a need for current fashion jewellery at an accessible price point. We have a wide range of delicate, designer and bold fashion jewellery including Rings. Ankelets, Necklace, Earcuff and More.",FemNmas Crystal Party Wear Leaf Stone Studded Western Party Choker Necklace for Women & Girls,799,https://images-na.ssl-images-amazon.com/images/I/41Zjvyjl1tL.jpg,FemNmas,Jewelry,Women,555,244,https://www.amazon.in/dp/B07D74YX81
189,13595,B07D74X8Y6,"FemNmas is an online Fashion Jewellery store created out of a need for current fashion jewellery at an accessible price point. We have a wide range of delicate, designer and bold fashion jewellery including Rings. Ankelets, Necklace, Earcuff and More.",FemNmas Round Floral Bronze Festive Necklace,599,https://images-na.ssl-images-amazon.com/images/I/41wH5CJWr8L.jpg,FemNmas,Jewelry,Women,264,335,https://www.amazon.in/dp/B07D74X8Y6
190,13631,B01M0BC495,"Classy and Sophisiticated, this stunning necklace set from BIG Tree is an absolute must have.",BIG Tree Traditional Wedding Pink and Green Golden Necklace Set for Women and Girls,579,https://images-na.ssl-images-amazon.com/images/I/816ItK12wpL._UL1500_.jpg,BIG Tree,Jewelry,Women,564,15,https://www.amazon.in/dp/B01M0BC495
191,13723,B07BYSRFWQ,"FemNmas is an online Fashion Jewellery store created out of a need for current fashion jewellery at an accessible price point. We have a wide range of delicate, designer and bold fashion jewellery including Rings. Ankelets, Necklace, Earcuff and More.",FemNmas Antique Gold Tone Crystal & Pearl Fashion Statement Choker Necklace Pendant for Girls & Women,699,https://images-na.ssl-images-amazon.com/images/I/41ylzNdHZzL.jpg,FemNmas,Jewelry,Women,645,54,https://www.amazon.in/dp/B07BYSRFWQ
192,13846,�B07DWWHLM5,"Having a great collection of jewellery for your wedding trousseau is something every woman would love to possess! And, this Elivia Fashions double line choker hasli coffee color stone studed gold plated, neckline is just what you need to add to your collection of grand jewellery. Be it the classic and timeless pattern or the mesmerizing glow of the diamonds, this gold-plated choker set is truly a must-have piece in your collection. Detailed work enhances the beauty of the choker. The choker is of superior quality and will not get easily broken. This choker gives you a perfect look for different occasions. Its elegance and style will add radiance to your natural beauty.","Eliviya Fashions Double line Choker hasli Coffee Color Stone Studed Gold Plated Free Size, Neckline for Women",499,https://images-na.ssl-images-amazon.com/images/I/61xaW9zKJbL._UL1500_.jpg,Eliviya Fashions,Jewelry,Women,390,109,https://www.amazon.in/dp/�B07DWWHLM5
193,13931,B07DX1L9NY,"Having a great collection of jewellery for your wedding trousseau is something every woman would love to possess and, this elivia fashions single line choker hasli white stone studed gold plated neckline is just what you need to add to your collection of grand jewellery. Be it the classic and timeless pattern or the mesmerizing glow of the diamonds, this gold-plated choker set is truly a must-have piece in your collection. Detailed work enhances the beauty of the choker. This choker gives you a perfect look for different occasions. Its elegance and style will add radiance to your natural beauty.",Eliviya Fashions Single line Choker Hasli White Stone Studded Gold Plated for Women,799,https://images-na.ssl-images-amazon.com/images/I/613PeZWFrbL._UL1500_.jpg,Eliviya Fashions,Jewelry,Women,642,157,https://www.amazon.in/dp/B07DX1L9NY
194,13951,B00ZU51O82,This Multicolor Beaded Bib Necklace is a versatile piece that can transition well from daytime wear to night time glam.,Aaishwarya Colourful Envy Bib Beaded Multilayer Necklace for Women & Girls,519,https://images-na.ssl-images-amazon.com/images/I/51Zb5HzhR0L.jpg,Aaishwarya,Jewelry,Women,322,197,https://www.amazon.in/dp/B00ZU51O82
195,14044,B00TEYY8RO,This Rose Gold Plated moustache pendant is embellished with fine stones. This funky layered pendant will add spark to your overall look.,Aaishwarya Funky Moustache Long Layered Neckpiece,859,https://images-na.ssl-images-amazon.com/images/I/51qSSp5voWL.jpg,Aaishwarya,Jewelry,Women,385,474,https://www.amazon.in/dp/B00TEYY8RO
196,14195,B079R8X9CV,"Stylish and Trendy Choker from the house of BelloFox, perfect for all occassions & seasons",BelloFox Latest Fashionable Designer Mhysa Choker Silver Chokers -Necklace Set for Girls Wedding Necklace Chain for Women Neckpiece for Women Choker Necklace Choker Set,800,https://images-na.ssl-images-amazon.com/images/I/71w0tZhx-NL._UL1500_.jpg,BelloFox,Jewelry,Women,342,458,https://www.amazon.in/dp/B079R8X9CV
197,14453,B079R95R78,Turning everyday elements into wearable designs' is the credo and passion for our Fashion Icons. The brand is sure to not only surpass the limitations of designing but also redefine the fashion jewelry segment with their upcoming collection exuding the sheer class of craftsmanship in every piece that understands the youth of today but also has a dash of culture and legacy.,BELLOFOX Black Fabric and Alloy Choker Necklace for Women,999,https://images-na.ssl-images-amazon.com/images/I/61r-Ox0R-GL._UL1115_.jpg,BelloFox,Jewelry,Women,787,212,https://www.amazon.in/dp/B079R95R78
198,14480,B075HWXH28,"One of the most classy and rich jewelry piece � the emerald green water drop crystal necklace. It can make any of your style more cute, elegant or classy. Neck accessories are a great way to make a statement and an effortless way for you to top off your look. Must Try!",Bold N Elegant Gold Plated Emerald Green Water Drop Crystal Stone Collar Choker Charm Necklace Bib Statement Luxurious Jewellery Neckpiece,585,https://images-na.ssl-images-amazon.com/images/I/61m6pm1IJjL._UL1000_.jpg,Bold N Elegant,Jewelry,Women,290,295,https://www.amazon.in/dp/B075HWXH28
199,14793,B07MGGXZJN,This Kaamastra Statement necklaces jewellery enhance the fashion statement and maximize the charm in the woman that also style up the fashionable personality. Black & Gold Metal Ovule Structures Blackstrap Necklace design is one of a kind of statement necklaces nowadays in trend and is much adored amongst woman of all ages.,Kaamastra Black & Gold Metal Ovule Structures Blackstrap Necklace for Womens,899,https://images-na.ssl-images-amazon.com/images/I/711tKKaap-L._UL1500_.jpg,Kaamastra,Jewelry,Women,371,528,https://www.amazon.in/dp/B07MGGXZJN
200,15421,B06XKXPKB7,"Adorn your hands and show some bling with our hot selling neckpiece from the latest necklace collection of Bold N Elegant. Made from premium quality material, this necklace has adorable charm that makes your party dresses look all the more gorgeous. Wear it with black or white dress to look sizzling gorgeous. Furthermore, this necklace exudes a glossy finish with a unique design that will appeal you in just one look. Make it a part of your jewellery collection and stand out in an upcoming party or any other occasion.",Bold N Elegant Pendant Necklace Black & White Crystal Gem Stone Studded Statement Neckpiece Choker Necklace Party Dress Accessories,539,https://images-na.ssl-images-amazon.com/images/I/31O7icjeIsL.jpg,Bold N Elegant,Jewelry,Women,359,180,https://www.amazon.in/dp/B06XKXPKB7
201,15807,B07BSK21XJ,"Many facets one you- True to Giordano�s brand identity each style stands for all kinds of personalities- from reasonably sophisticated to someone living their life on their own terms, to the spunky and bizarre to style- conscious.Each timepiece can tell many stories depending on what look you decide to carry today - the same timepiece can take you from a cocktail party, to the squash court, to the beach, to the office. The eccentric bracelet colors ranging from the metallic blue, chocolate brown, smoke grey, carbon black, to the vibrant rose gold, add just the right amount of zing and would complement your cool winter wear. These precisely exquisite watches come in vibrant colours.",Giordano Analog Black Dial Women's Watch - C2069-33,2599,https://images-na.ssl-images-amazon.com/images/I/61YOLLEcx3L._UL1100_.jpg,Giordano,Jewelry,Women,1573,1026,https://www.amazon.in/dp/B07BSK21XJ
202,15882,B07N8TMPJF,"Many facets one you- True to Giordano�s brand identity each style stands for all kinds of personalities- from reasonably sophisticated to someone living their life on their own terms, to the spunky and bizarre to style- conscious. .Each timepiece can tell many stories depending on what look you decide to carry today - the same timepiece can take you from a cocktail party, to the squash court, to the beach, to the office. The eccentric bracelet colors ranging from the metallic blue, chocolate brown, smoke grey, carbon black, to the vibrant rose gold, add just the right amount of zing and would complement your cool winter wear. These precisely exquisite watches come in vibrant colours.",Giordano Analog White Dial Women's Watch-C2197-44,2911,https://images-na.ssl-images-amazon.com/images/I/61Xd0DLWUcL._UL1200_.jpg,Giordano,Jewelry,Women,2594,317,https://www.amazon.in/dp/B07N8TMPJF
203,15912,B07HF6WLCR,"Many facets one you- True to Giordano�s brand identity each style stands for all kinds of personalities- from reasonably sophisticated to someone living their life on their own terms, to the spunky and bizarre to style- conscious. .Each timepiece can tell many stories depending on what look you decide to carry today - the same timepiece can take you from a cocktail party, to the squash court, to the beach, to the office. The eccentric bracelet colors ranging from the metallic blue, chocolate brown, smoke grey, carbon black, to the vibrant rose gold, add just the right amount of zing and would complement your cool winter wear. These precisely exquisite watches come in vibrant colours.",Giordano Analog White Dial Women's Watch-C2130-03,1676,https://images-na.ssl-images-amazon.com/images/I/71SwOEPFx8L._UL1500_.jpg,Giordano,Jewelry,Women,1215,461,https://www.amazon.in/dp/B07HF6WLCR
204,285,B00LEHBWZK,"Many facets one you- True to Giordano�s brand identity each style stands for all kinds of personalities- from reasonably sophisticated to someone living their life on their own terms, to the spunky and bizarre to style- conscious. .Each timepiece can tell many stories depending on what look you decide to carry today - the same timepiece can take you from a cocktail party, to the squash court, to the beach, to the office. The eccentric bracelet colors ranging from the metallic blue, chocolate brown, smoke grey, carbon black, to the vibrant rose gold, add just the right amount of zing and would complement your cool winter wear. These precisely exquisite watches come in vibrant colours.",Giordano Analog Mother of Pearl Dial Women's Watch - A2010-01,2498,https://images-na.ssl-images-amazon.com/images/I/61BkS-tGx-L._UL1300_.jpg,Giordano,Jewelry,Women,1899,599,https://www.amazon.in/dp/B00LEHBWZK
205,514,B07MXK9MN1,"MAXIMA- a vision to serve a vast majority of consumers. It is a brand that deals in Wrist Watches, Watch Spare &. Today�Brand MAXIMA is known for its contemporary product designs & youthful product styling. It has a large range of products consisting Metal Analogue Watches, Plastic and Fiber Analogue Watches, Digital Watches, Analogue-Digital Watches and Chronograph-Multifunction series of watches.",Maxima Analog White Dial Women's Watch-O-52950CMLR,1859,https://images-na.ssl-images-amazon.com/images/I/81jKOM-eBVL._UL1500_.jpg,Maxima,Jewelry,Women,1185,674,https://www.amazon.in/dp/B07MXK9MN1
206,2078,B07MXJGZ6X,"MAXIMA- a vision to serve a vast majority of consumers. It is a brand that deals in Wrist Watches, Watch Spare &. Today�Brand MAXIMA is known for its contemporary product designs & youthful product styling. It has a large range of products consisting Metal Analogue Watches, Plastic and Fiber Analogue Watches, Digital Watches, Analogue-Digital Watches and Chronograph-Multifunction series of watches.",Maxima Analog Pink Dial Women's Watch-O-52910BMLI,1567,https://images-na.ssl-images-amazon.com/images/I/812lKOFqj3L._UL1500_.jpg,Maxima,Jewelry,Women,797,770,https://www.amazon.in/dp/B07MXJGZ6X
207,2121,B06XVS2T4M,"Women's watches with fabric, synthetic and plastic straps are meant to be worn as decorative watches. The straps with attractive designs add panache to your attire. Silver timepieces go well with any outfit. And when it comes to style, you can opt from elegant bracelet style timepieces.",Titan Ladies Neo-Ii Analog Black Dial Women's Watch-NK2481SL07,1795,https://images-na.ssl-images-amazon.com/images/I/81y48HHBdGL._UL1500_.jpg,Titan,Jewelry,Women,823,972,https://www.amazon.in/dp/B06XVS2T4M
208,3155,B00KG8C9RI,Case: Brass; Strap: Leather; Dial Color: White; Functionality: Regular; Water Resistance: 3 ATM; Glass: Mineral Glass; Gender: Women.,Titan Analog White Dial Women's Watch -NK2531YL01,2895,https://images-na.ssl-images-amazon.com/images/I/71Pl7w9RWAL._UL1500_.jpg,Titan,Jewelry,Women,1156,1739,https://www.amazon.in/dp/B00KG8C9RI
